	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random146	20676.4	16473.1	50	136619	50	309205	50	50	32842.7	326049	301610	172007	3414.46	167674	19811.8	69599.3	14694.2	7275.92	100	12621.8	4257.25	35857	307.213	622.331	70	6731.88	273805	154214	24690.8	704.972	791910	50	37794.4	45902	14903	47132	951876	31334.6	874379	388518	71352	259613	400234	150	340723	112869	12351.6	36296.5	41422	10777.4	128027	21040.7	179865	411934	453407	898838	100	184379	15155	161934	648292	3514.96	100	581851	14731.9	539658	132203	16845.3	75	120594	50	57635.1	39033.2	43095.9	68599.9	150	75302.9	176067	11523.6	134465	86741.4	118783	2362.5	50	50	50	62.5	49086	365080	12999.6	100	50	78947.2	50	398979	3396.49	91126.7	50	88130.6	50	20147.9	9112.95	276384	100	2718.33	150	11615	31099.5	100	37918.1	1.76189e+06	50	50	50	585999	119053	133587	93115.5	34755.1	445630	50	75	100	100	202826	100	100	
Random147	1.01639e+06	65298	139030	22369.5	50	50492	50	50	67298.1	94240.7	930293	1.8329e+06	15299.1	510512	55969.7	53421.4	67542.4	35105.3	100	22313	7487.67	1.05257e+06	106.185	29569.3	1752.21	1239.52	714438	567425	299576	101.889	1.79688e+06	50	39262.6	97972.6	16731.9	106901	921854	101515	840100	264562	5766.84	156501	18239.9	22921.9	20020.9	37214.9	378709	255680	125552	164043	346516	336671	263284	4569.06	74535.2	74354.8	581.2	10811.7	1.23474e+06	560330	10376.9	18706.8	36551.6	3956.05	973222	63116.4	419066	19289.9	75	195187	50	4788.56	156930	87388.4	595886	1495.82	392100	1.47587e+07	1.64077e+06	155291	16594.6	46032.1	24140	50	50	50	231876	16814	129441	10818.3	100	50	223579	50	5096.91	15883.1	16256.2	50	256093	50	100636	4431.8	1.04071e+06	131246	32400.3	383605	100	115741	100	371451	88201.2	50	50	50	708785	115370	7751.06	38938.9	50	1463.2	50	16407.5	100	100	3.4526e+06	1.12897e+07	2755	
Random148	439327	58574	8319.67	376163	50	495071	50	50	495349	75	1.43169e+06	18324.5	40773	2.49755e+06	149356	313149	180159	94558.6	100	70228.3	72977.8	405119	259.139	11967.9	37787.5	1.06281e+07	764696	228911	99277.5	560.75	141213	50	402643	365458	54064.1	44356.3	204551	471129	5.14264e+06	176502	31279.4	93918	152467	147902	298197	578908	45551.7	43509.3	1.2319e+06	455101	1.9373e+06	25818.3	409833	51114.4	2967.8	636273	1664.13	81767.4	51830.7	3.91843e+06	94614.5	3.19688e+06	100	44032.1	26497.3	1.28794e+06	32763	919717	75	923189	222652	19756.3	712631	1.07613e+06	225151	11778.3	2.27917e+06	3408	22997.7	467589	165625	165992	273919	50	50	50	62.5	165007	176421	145881	33847.5	50	100	50	31818.4	41422.4	113722	50	242537	50	3065.42	2.56299e+07	1.44104e+07	377717	5783.92	150	100	39983.1	100	1.08128e+06	241298	50	50	96639.3	1.66524e+06	25614.7	27638.8	276100	50	638198	50	75	100	100	5.96316e+06	2.59261e+06	496649	
Random149	6253.45	355589	50	75	50	14245.1	50	50	310431	498175	441716	7656	163058	1.26834e+06	19638.7	22882.3	636303	298882	100	5572	1907.33	7255.22	283.63	104840	70	3010.71	421378	8.91962e+06	76700.2	634.222	8.41129e+06	50	121.429	827510	132312	1615.33	372101	109417	261614	8538.59	83718.4	21173.8	114210	135159	106636	398192	12448.8	75	353672	98668.5	859938	2.1395e+07	115899	19264.8	150	58278.2	20160.8	84378.5	2989.96	1.1172e+06	75	1.10057e+06	100	16564.4	109717	449875	3194.65	21728.8	75	273832	84345.2	3400.22	1.41704e+06	36632.1	8.3978e+06	8922.6	31314.5	78504.5	2867.43	116318	30887.6	45368.4	5303.5	582091	50	50	62.5	3028	533961	20727	120398	50	78254.8	50	20279.2	144070	84878.5	50	162365	50	766.396	4078.72	136050	466377	2.35611e+07	124716	100	832.667	248969	150	133.333	50	50	50	40718.5	45514	171379	60794.3	50	118511	50	75	100	100	81048.5	100	100	
Random150	29504.7	24858.5	171710	5548	50	1.127e+06	50	50	33298.7	963.571	610765	78045.5	9247.24	50	19083.4	19784	40561	21125.2	100	5403.78	8290.97	28368.3	416.944	6719.28	82762.2	3090.54	444209	205239	117652	1034.17	124306	50	59837.2	61233.6	42533	594001	613817	911206	42905.6	63961.4	17529.5	159816	83871.5	76052.5	75632.5	163115	60064.6	75	73594.8	773624	229416	171810	108560	12929.5	150	15144	10190	39888	13691	225316	13573.2	131066	100	13020.4	717325	83739.2	98985.1	1.32245e+06	75	382754	96519.9	50	98129	1.48392e+06	78064	4945.62	246780	2.34018e+06	32080.4	967884	102058	84943.9	349305	50	49467	50	16081	375651	14080.4	4885.18	2399.61	50	100	50	24248.9	9614.17	63060.1	50	215009	50	50	15394.7	2998.53	63855.6	100	199367	100	410858	100	198467	44544.6	50	319028	50	682237	58448	12948.8	144211	251123	45464	50	2.39182e+06	203891	100	393625	100	100	
Random151	445352	25971.3	50	47675.8	50	810306	50	50	85021.8	1.78268e+06	1.18665e+06	732877	503011	204658	1127.7	45646.6	291595	148666	100	147894	49347.8	568489	1966.95	9945.33	70	25914.9	368913	386259	16949.8	5684.19	290993	50	23064.1	138454	3718.07	176073	235399	33026.1	210496	127079	27668.2	1.05074e+06	577279	150	100	17363.2	73231.7	75	47132.4	12615.4	211213	562684	518113	5586.94	1.80017e+06	3.54079e+06	100	70524.8	255342	315301	75	375981	100	17148.6	181229	368800	218539	3789.37	75	117874	1.43973e+06	50	435507	46873	258942	150	69052.4	731414	83711.8	11285.8	39629.7	54877.7	310764	50	50	50	62.5	54855	1.93013e+06	75	100	50	4210.8	50	263873	66349.4	96569.2	50	1540.5	50	446710	99254.1	56085.4	100	100	66258.5	100	143004	100	94846.3	21447.1	50	50	50	94946.3	20569.1	18962.3	109125	50	1.74082e+06	928807	720995	100	100	108520	100	100	
Random152	2152.2	4334.28	50	75	50	548885	50	50	145850	6526	257346	497606	213912	50	21583.6	11567	944769	397022	100	11474.2	3874.75	58608.2	184.963	62556.1	5394.58	24832.4	390472	43034.8	46611.9	338.222	562801	50	20244.7	70335.3	264955	168306	312165	195931	23262.9	87444.4	85633.7	4152.92	385520	150	100	66911.2	11250.9	75	105845	640822	451265	131049	64439.1	5048.01	751615	62364.4	344445	231300	1704.69	302017	131104	277457	100	111683	3064.66	196325	21671.9	28764.8	75	279661	13157.3	179270	596384	22588.9	51956.8	150	85153.2	2794	1824.14	319394	52847.5	52150.4	62348.1	50	50	1301.51	79.2138	17772	6576	75	165412	50	10928.4	50	29935.6	214380	366398	50	74565	50	119667	90136	39894.9	297753	1725.05	133120	100	84177.8	100	103818	21405.2	50	50	319703	142846	28306.2	82535.3	279432	140358	12903.6	50	751.25	222617	100	223432	117045	1277	
Random153	777.784	57201.7	50	16779.3	50	1.8264e+06	50	50	50680.6	476	1.66062e+06	21532	11962.4	256605	63465.5	99625.6	97329	50632.1	100	92738	101226	13798.7	1673.77	11304.6	43960.7	2709.04	1.13584e+06	22567.4	432947	4804.64	2.64708e+06	50	56564.6	96612.4	34094.9	52248.3	1.33314e+06	264358	50351.6	119950	156940	431116	150	150	4460.32	211087	33359.9	75	101899	120202	241270	75068.7	639377	640451	27508.8	100	29151.7	102161	13102.6	297124	162301	24504.7	100	864845	18230.2	130334	309442	481809	75	194279	50	26728.5	80435.5	3.28917e+06	400	397158	6618.85	49381.9	7353.84	210573	58968.9	51415.7	92821.8	50	50	50	62.5	603731	526	75	43038.4	50	100	50	25264.1	25018.9	180435	50	1.19336e+06	50	11779.2	10244.7	5859.53	546576	70063.4	150	12529	26149.2	100	412266	85861	50	50	50	432833	127669	277389	66069.6	80518.1	18640.8	50	75	185358	100	12473.2	100	62984.1	
Random154	165471	7780.69	609433	2360.65	50	1814	50	50	78744.1	14478.5	3.31734e+06	8285.15	27384.5	161099	475622	5933.18	135084	65536.6	213929	403100	156635	147117	197.037	11477.6	70	95340.2	146083	99150.4	156.6	374.444	131389	50	4048.98	17552.6	51446.9	273351	122237	163801	95245.3	21505.4	161257	85716.8	186331	192805	40048.4	16595.8	3584.48	75	38429.2	10088.9	132155	673151	43853.3	1439.56	79980.5	43265.5	12321.7	23280.7	18256	217704	24334	49688.7	30063	24252.4	95441.8	126525	94064.1	214247	75	76690.9	58321.3	50	28101	238960	111606	15640.3	38828.5	286203	11271.4	212268	90622	25120	10215.4	22942.1	50	50	9326.88	588	14528.5	689.12	635122	502311	788809	50	4865.07	130394	222691	50	200	52438	15729.8	311096	181273	100	16229	426.4	100	234936	100	62768.8	17937.4	50	50	50	62868.8	16133	299018	456016	50	150	50	330404	100	1.59223e+06	66234.5	100	100	
Random155	123984	47805.2	50	67413.5	50	278885	50	50	58442.3	75	731992	12155.8	15331.3	444287	255616	84297	30177.1	14614.1	100	3190.62	4544.37	263744	69303.1	2821.92	40941	32160.9	333564	830230	20557.7	110966	23459.1	50	15661.1	12636.2	16814.8	457850	1.52865e+06	107961	1.37764e+06	208924	163021	125156	82957.4	29486.4	14959.5	18157	12651.9	3583.43	477241	126142	241137	379136	88259.9	4712.32	95000.4	6720.56	60148.8	45741.1	18348.9	379613	32418.6	82090.6	14790.3	9082.08	34749.8	68323.7	133990	21797.6	227339	47012.5	50	12292.2	53284.6	35723.3	120952	96592.4	20379.3	192207	14915.9	20007	112929	7714.46	547.75	50	50	50	128298	92945	12849.2	15506.6	18549.7	731592	757555	50	4315.55	6872.39	50089.4	50	21190.7	50	100659	128703	64112.8	142698	426811	30771.7	23248.1	369365	100	150	3.44899e+06	50	50	50	133150	191576	611131	240883	50	34499.4	50	75	27950.9	100	32221.3	100	241103	
Random156	2311.58	412249	50	3713.16	21165.3	142982	50	50	62812.2	268067	26211	14682.8	6258.51	191570	92042.5	10381.4	19340.6	10038.7	295327	350166	131804	57510.1	382.389	612.261	70	2942.77	148081	492735	71247.8	930.5	491724	225812	4396.71	36513.9	11213.5	46064.7	238427	89571	71289.1	15888.4	7913.77	9167.08	150	201417	100	20709.1	9144.52	75	124842	36539	128385	1.3951e+06	2.78247e+06	4241.25	40628.8	19250.2	7209.5	9611.69	3585.04	218437	252114	247567	1.58308e+06	151784	148545	2.66791e+06	16202.3	22700	75	45104.7	19425.4	548.363	61876.7	23037	687249	150	170256	163230	6634.49	19193.8	28404.1	14975.6	61785.3	50	50	50	62.5	47644	268117	35012.1	226610	699	223932	50	34814.7	4944.36	13295.7	50	200	50	50727.1	11794.8	5711.83	100	1.5327e+06	250955	100	39950.4	100	76048.1	23290.8	50	50	50	123086	26930.2	17468.9	65468.5	50	150	50	84307.5	100	4.04849e+06	675288	100	100	
Random157	25292.6	80365.8	50	206015	50	78751.6	50	50	38835.1	4.00543e+06	1.89670e+06	252711	429797	109735	13165.8	22843.1	365827	181385	100	6146.25	2098.75	1.51598e+06	104.944	11582.1	561919	13432.2	429013	270374	2736.8	98.1667	500475	50	170762	13306.3	50773.8	1.72801e+06	142547	40433.7	297834	177217	102448	19500.8	656054	69651.1	28073	5925.63	20925.8	75	41651.1	145106	280197	2.97764e+06	47084.2	28326.2	391614	136239	85208.2	73189	55649.4	149539	75	924575	673458	345485	74903.8	579940	496512	18414.1	75	318632	50	50	203860	111173	293672	4436.6	67611.4	328840	121496	198026	142121	78307.6	152281	50	50	50	14205.4	578	4.00548e+06	75	90643.4	2890	52363.2	50	8493.89	202897	279698	50	200	50	2.85694e+06	20559.1	507634	100	253797	10747.2	100	1.3278e+06	100	101719	39255.5	50	50	50	116457	17966.6	89472.4	729590	50	150	50	75	473687	320149	151036	100	100	
Random158	40895.7	283610	906871	75	50	23080.5	50	50	68480.4	516724	342384	25597	9068.51	341713	2.13659e+06	32687.9	39624.1	20114.4	100	228676	97700.8	89063.8	5595.79	7097.18	1.09296e+06	41316.8	762241	232002	337415	53993.7	261750	50	12687	53252.4	26991.2	43944	241799	40233.6	437769	38734.2	40830	21115	3.06851e+06	150	100	531134	917.022	88033.2	101891	500174	255366	1.72585e+06	118005	39234.3	6154	32472	3216.67	34498.2	3953.4	436661	249170	27408.7	100	1.07215e+06	113515	429804	37488.8	20121.5	75	257968	50	5918.65	162174	18902.3	346388	150	77217.5	913882	2358.37	138982	191668	102610	701645	50	50	826523	62.5	167	516774	30015.3	235369	50	7.44043e+06	50	519820	11388.5	121417	50	200	50	243713	191297	56453.2	100	307358	1.34946e+06	88183.5	39763.1	100	155926	39488.9	50	50	50	255734	30288	43468	667629	50	35868	50	30698	100	100	211773	703339	70178	
Random159	252915	43215.4	324833	245669	50	247067	50	50	274969	41394	1.08395e+06	283672	60996.5	292114	43721.2	624617	269640	128709	100	33219.8	43739.9	667902	4198.98	182491	25435.2	900.223	692610	263289	30971	12380.3	196807	50	81743.2	261052	26393.3	40368.9	245746	205262	5.45339e+06	134484	75098.8	26294.4	150	239359	100	194738	27145.8	171675	213013	162371	222689	1.12147e+06	288375	13046.1	150	35694.2	22887.5	136547	67175.5	375296	30289.9	62784.6	100	337726	839927	1.47701e+06	20994.2	117415	75	98271.3	31565.5	14035.2	411935	155506	202470	150	220.074	1.4593e+06	341133	65119.9	38781.8	18035.6	188822	42287	50	50	62.5	82339	41444	49815.2	2.11876e+06	50	100	50	6340.04	248855	38818.1	50	11777.3	50	548816	4272.3	979.043	286902	269910	40909.3	100	29691.2	100	4.23642e+06	198178	50	166022	50	4.62709e+06	31053.1	212258	87597.3	50	104107	50	109354	81020.4	100	654.235	1.19975e+06	51342	
Random160	5765.1	62068.2	50	2.08514e+06	50	112673	50	50	144652	380941	237762	3224.15	25552.9	904205	71561.6	11427.8	26450.1	13142.5	100	13616.8	22546.6	17528	227.269	42980.9	15757.6	434198	1.36444e+06	2.404e+06	457572	465.139	153213	438182	385283	29736.9	26368.5	4407.65	298142	167425	85630.5	226397	16837.9	134522	177462	141463	1.05448e+06	228967	62518.2	75	2.19029e+06	894573	876334	57969.5	39396.9	37493.3	448914	97309.3	150479	76689.5	7048.58	1.16129e+06	108841	336041	54438.3	341428	54034.8	442371	126241	40645.1	298407	1.2155e+06	50	6741	230263	37656.7	123079	10945.2	21412.1	36186.3	3854.21	54217.8	13475.3	360889	155395	50	50	50	106159	37541	467146	49755	24263.3	56914	6158.61	50	378399	6776.97	85572.6	50	685313	50	5828.35	1.68488e+06	326016	428571	50704.4	473093	117275	7084.31	100	85748	20373.1	50	50	50	181384	31143.7	12671.3	525632	50	150	50	28857.4	592697	18362.2	63769.7	100	100	
Random161	20336.4	10697.5	50	35125.5	50	2.4141e+06	50	50	8784.51	10301	131375	73712	6054.82	34426.5	3376.02	229102	26750.3	14025.4	100	5075.83	4345.38	44892.5	1176.16	24812.2	1935.81	477.142	161890	99471.7	57047.9	3311.81	244247	50	95653.2	340223	97577.5	70743.6	4.24015e+06	308621	3.77094e+06	247923	93144.7	14874.5	150	186614	100	32600.9	12942.2	203319	26635.2	21538.6	35454.2	15876.1	30805.1	8032.32	150	48264.3	374896	72368.2	5266.31	42913.2	132580	78013.3	164696	7727.63	50367.7	530138	41277	59331.1	75	32415.7	35613.3	43039	489845	40044.7	26025.6	150	144025	50045.3	19565.7	217183	49620.7	25099.6	33365.5	31692.5	50	50	62.5	804493	10351	75	60317.4	50	100	50	21606.2	70622.3	20843.5	50	73918.1	50	23385.2	1503.74	1209.11	42941.1	3749.11	53600.1	100	64503.8	9.10566e+06	1.55477e+06	346465	50	50	50	3.26334e+06	530305	345150	113953	50	830034	50	75	9453.27	100	369811	100	100	
Random162	16086.6	56603.1	50	777532	50	86309.4	447455	50	100244	75	221406	97267	12156.5	700106	4361.4	73038.3	51669.9	25743.7	100	7612.25	2587.42	16075.3	6892.83	7355.84	3094.67	76489.8	212893	437964	67160.1	13597.9	1.98076e+07	224893	2.01688e+06	39788.1	23765.4	9840.33	2.05235e+06	87140	142672	47540.5	71173.2	184299	150	918376	100	466409	2843.59	6022.38	238543	58373.6	447002	275161	67332	350283	725318	100	858045	612873	23867.7	643282	716.421	181048	142309	358645	38551.7	314732	8921.37	60559.3	75	282191	50	16719	1.69793e+06	72729.1	400	4.38581e+06	14593.3	27830.2	12505	136017	323150	336109	2.67058e+06	50	50	50	72345.5	1379	36359.2	28369.6	8114.29	50	17145.6	50	1.01838e+06	20156.8	291886	50	109834	50	50	378576	70247.4	100	513125	67272.3	834845	4945.17	100	337490	55400.3	50	50	50	458493	200888	81071.5	1.06275e+06	98969.7	599671	50	75	100	100	73808.8	100	100	
Random163	75764.9	23848.2	50	72421.3	50	1.59914e+06	50	50	28539.2	135761	492825	49254.1	8000.12	639110	6826	11484.6	24242.5	11231.1	100	18282.2	6144.08	179122	12082.8	2201.36	70	132581	184398	235281	43906.9	17231.4	289606	50	35009.2	78596	5759.26	115559	133830	24269.5	146310	60226.8	65254.3	456667	150	520709	100	84793.9	230614	2004.75	47940.1	75144	392652	203532	173330	16762	150	192228	521836	51631.7	142388	269181	75	149906	100	243964	39601.4	81607.2	22773.1	6898.17	75	776466	923355	8876.36	173504	6041.61	275124	150	175945	161026	61693.2	4541.67	8882.21	238383	86545.3	50	50	50	62.5	533031	157368	6236.41	100	50	27004	50	175460	291342	41593	50	149895	50	199890	303071	175007	100	100	150	100	76538.9	100	49294.7	11023.5	50	50	50	126609	17646.9	166347	267246	14442.1	1.31397e+06	50	75	362870	100	484071	353111	23463	
Random164	372221	22684.6	8.11905e+06	4188.34	50	374807	50	50	164171	339543	458106	392013	54126.5	955231	9914.2	10394.1	231218	122030	100	77096.2	25748.8	762870	8106.8	15942.4	70	14711.7	267780	1.20722e+06	134036	24103.7	1.04799e+06	50	5896.3	17164.3	38170	9.12027e+06	156807	278698	126313	1.45542e+06	1.18783e+06	4956.26	981472	983989	979565	1.34898e+06	312284	48295.7	231496	169367	1.32582e+06	1.83951e+07	114410	11194.6	150	54482.2	7204.83	430691	44202	1.14635e+06	75	1.67046e+06	100	181926	27414.9	456987	3.97307e+06	44309.7	75	2493.53	50	53716.5	161400	36874.7	1.71396e+06	81617.5	71890.5	361510	21155.3	24222	2.37231e+06	2823.58	65036.3	50	50	135258	62.5	197	426579	12086.1	100	163822	39356.8	127373	32647.2	273947	1.78718e+06	50	200	50	2.72299e+06	22609.9	541596	505496	4.22887e+06	534619	100	8.13062e+06	100	80483.3	30869	50	50	50	1.28769e+06	19649.7	2.43844e+06	3.37785e+06	50	75846.8	1.54194e+06	75	100	100	157839	100	100	
Random165	1724.45	19544.9	357180	335076	50	171422	50	50	32888.2	543472	382752	155032	58896.4	87264.6	1138.1	183542	260305	107603	100	19717.8	6622.58	34844.4	96.963	35479.8	70	14367.7	180926	5.69881e+06	5717	74.2222	5.84064e+06	50	163712	27725.6	91529.8	8021.91	260787	83347.3	244393	32365.2	80703.6	345906	179250	150944	149983	224573	36519.1	180613	15996.5	283361	87198.4	357280	143784	143549	16798.3	38005.7	100	111773	2469.1	108492	75	204908	100	221041	52959.2	104371	4759.82	13288.4	75	4623.28	78872.2	3621.72	33325.6	10418.1	384783	12497.7	20578.8	155695	3302.41	94296	297601	1957.47	1.24881e+07	50	50	116419	16346	7450	580571	75	100	1270.79	4252.4	50	3203.29	71986.3	244566	50	18936	50	31179.3	71184.3	14872	100	100	3932	192802	5998.32	100	137697	35671.2	50	50	50	137797	13712.2	55692.4	413589	610682	21407.3	50	75	100	100	34860.5	100	100	
Random166	200417	175145	50	194968	50	2546	50	50	40106.6	11273	5.57865e+06	12591.3	11128.4	137945	14657.2	1.07644e+06	49112	25891.5	100	49683.2	16611.1	444902	1335.55	1911.06	32603.4	1257.21	119943	279363	131756	3789.97	215535	50	107919	215583	213979	735447	301805	304156	7.83639e+06	599451	308183	108591	4476.26	66508.3	98690.4	20043	24882.9	17337.8	40352.1	84530.7	194427	147879	341070	67932.8	150	102577	90906.1	21482.7	23470.8	139178	75	11396.6	87088.7	147477	54880	159176	157225	129662	75	395334	50	1.36329e+06	1.69296e+06	87169.3	203843	150	100743	24797	12159.5	786040	5570.57	99800.3	22823.5	50	50	571247	51490	832	11323	19115.5	74979.5	5.57825e+06	58328.8	50	37874	11327.6	298925	50	200	50	255841	5930.95	65477	100	100	705985	100	603412	100	6.00191e+06	311660	50	50	50	6.31619e+06	38861.4	773124	84213.1	50	351177	50	1022.5	1.104e+06	100	269482	56033.6	1518	
Random167	240096	7495.25	50	75	50	10145	50	50	158644	75	329042	102687	331580	224207	3471.1	61921.9	1.28341e+06	537743	100	289858	120699	573302	26863.6	72590.5	36970.8	2203.97	423867	82574.1	218856	424344	839529	50	49559.7	157649	69148.3	54774.3	43846.1	88331	677261	786932	146050	15932.1	289603	15087.6	62307.6	264636	14292	75	42171.5	58389.6	343386	461463	102168	7920.81	189.6	1939.4	812.933	264533	50232.4	288179	75	358197	420141	187436	48394.4	500594	250640	44651.5	75	61420.3	63378.2	163967	795530	31718.3	74479.1	1106.96	57315.9	445080	82844.1	467604	42871.8	9309.34	117460	50	50	50	62.5	3365	52307.1	75	14712.8	50	13584.4	50	11750.9	471180	503268	50	200	50	329843	8033.96	5039.85	100	372763	547546	100	27412.2	100	394207	70717.5	50	50	50	1.30876e+06	6288.55	103423	65064.1	50	4088.6	50	75	45717.1	100	103484	100	570459	
Random168	20515.1	93325.8	50	31005.4	19486.2	144123	50	50	42102.3	75	4.41102e+06	119517	11417.7	90185.3	8429.7	29898.7	50307.2	22183.3	100	5029.25	1726.42	40341.6	45717.8	4859.54	70	22045.9	157759	86415.6	6933.94	253127	150877	183516	21462.2	17121.7	12363.3	17449	29329	60780.3	326337	252998	12101.3	198425	56994.8	176470	1.47669e+06	251061	808.58	75	34188.8	6563.61	92173.4	50880.4	849054	13541.5	494623	28296.3	223813	56082.3	2628.01	113345	75	17655.5	5.18664e+06	16904.5	48857.3	3.48919e+06	30690.1	12354.1	49972.9	130569	50	70274.1	83971.5	709942	61407.6	2278.65	87719.5	593932	2775.02	42999	88741.1	65010.2	2004	50	50	50	241805	10048	21975.8	23083.9	29185.9	99622	33418.8	50	433356	107800	39641.8	50	8426.38	50	22643.4	32201.5	887516	426400	37444.5	19309.4	201644	19035.5	100	205194	36503.6	50	50	50	327550	3704.99	15247	228104	50	150	50	75	100	3.3499e+06	156718	100	100	
Random169	119513	6378.89	783454	26803.8	50	62318	50	50	136569	75	368629	985742	208794	181543	36030.4	33984.5	922977	392820	100	62096.2	20748.8	117545	2134.64	46067	7651.68	1072.76	378746	32523.6	25066.6	6187.25	41360.3	61325.7	35038.4	53174.3	27058.3	597063	276274	136010	450782	83913.6	59647.3	360024	1.81633e+06	150	100	152455	307306	237.75	37088.5	37967.4	342327	783554	123352	23614.7	33678.7	84461.3	3201.61	190197	163757	253843	266731	239143	100	89757.3	254244	356463	146704	31460.7	232361	181111	735898	4140.87	171013	24300.8	673348	14107.3	68818.8	409956	863540	18471.7	75732.3	62556.4	21651.7	50	50	50	62.5	20756	84125.6	75	22113.9	50	143822	50	309651	302861	274981	50	61344.2	50	50	3772.35	245873	100	7543.17	38922.2	100	464512	100	184566	48016.3	50	50	50	184666	34582.3	54482.5	442217	50	50982.7	50	4406	100	100	181086	250225	1274	
Random170	718638	243666	50	75	50	3248	50	50	42600	75	968702	20336.7	96832.2	154590	9960.3	53359.6	412724	181527	100	44561.5	14903.8	620020	3950.55	11600.4	1.38546e+06	174.946	1.06152e+06	959722	18953.5	11635	958922	50	32312.4	163538	203692	3469.33	376656	189341	257976	2.09492e+06	79783.1	4224.41	150	948504	100	35801.1	25311.4	1405	61438.5	562215	204214	46889.5	242758	10522.1	34109	59163	100	120911	55313.8	195474	75	342957	100	838911	86210	356564	490254	172576	75	174814	50	318155	733927	205628	155838	150	4324	1.66523e+06	27477.7	1.48579e+06	63490.8	82376	2.07736e+06	50	50	50	62.5	1066	19453.2	75	1263.04	50	39541.2	50	413201	107908	86303.1	50	75664	80315.6	50	536.15	18360	100	27405.9	150	100	1759.67	100	156201	37576.4	50	50	50	3.42691e+06	47208.9	290682	197473	50	25254	50	19909	100	100	217664	1.39376e+06	10470	
Random171	8931.72	7048.82	50	120181	50	28988	50	50	135640	20561.5	590511	83246.7	113600	249602	1308.9	11429.2	487373	211604	100	3791.5	1313.83	635263	2470.15	15765.3	2787.01	5662.14	186395	345370	76461.8	7193.78	100914	50	17516.8	3943.06	4901.79	761741	53031.7	35393.4	32884.6	630815	216962	59127	150	150	100	138633	3916.5	25124.7	91283.2	18644.5	228573	1.58885e+06	78623.9	15532.5	155690	35743.2	122185	96089.2	30574.8	251020	140873	162723	57535.3	87383.5	38930.6	314571	370448	8685.2	75	81255.3	195579	139445	131293	10396.3	6.10267e+06	1.69465e+06	17885	29927.2	62422.3	3886.23	45724.8	29772.9	84922.6	20746.5	50	50	62.5	9646	20611.5	75	543986	50	4935.6	50	238880	133662	289102	50	200	50	1.38134e+06	28989.7	4833.11	100	104188	222316	100968	677936	100	28858	7434.45	50	50	50	984294	6944.93	324437	341551	50	76968.8	50	75	100	100	50867.7	100	100	
