Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random397	6.24677e+08	5.0016e+07	0	625	0	0	0	0	4.2473e+10	2.38419e-07	0	0	5.6445e+08	0	26211.6	4.48271e+10	0	2.23133e+09	0	0	5.82588e+08	4.63219e+10	6.23996e+07	8.03467e+07	600	1.96848e+07	2.62905e+10	0	2.86407e+09	1.40888e+08	0	0	1.15981e+09	1.92375e+10	8.60269e+08	0	1.30139e+11	2.13433e+10	3.99733e+10	2.31377e+10	955370	2.20554e+10	0	0	0	1.30863e+08	2.23553e+08	432635	3.66416e+08	9.69524e+08	5.38101e+08	0	4.09497e+09	2.45202e+08	0	0	6.02584e+06	9.09952e+08	4.87563e+08	1.28762e+09	625	6.40845e+07	0	0	9.91508e+08	0	2.38306e+09	1.9116e+08	625	2.80675e+08	0	3.50867e+09	0	0	0	0	151.23	0	1.40806e+09	1.43239e+08	7.12209e+07	2.83926e+08	2.10083e+08	0	0	0	468.75	0	7.62939e-06	2.67581e+07	3.09904e+09	0	0	0	4.87836e+08	5.75686e+08	7.88512e+08	0	0	0	2.59099e+09	0	0	0	1.2758e+07	0	0	3.06641e+08	0	5.3077e+10	5.51462e+09	0	0	0	5.3077e+10	1.05062e+07	0	2.13999e+08	0	0	0	1.20149e+07	0	0	0	0	0	
Random398	3.93305e+08	4.15948e+09	0	5.56022e+07	0	0	0	0	6.26115e+10	0	0	0	2.02277e+08	0	924482	2.41443e+10	0	8.14109e+08	0	0	1.06666e+10	1.42856e+09	3.67852e+06	1.08758e+09	600	1.73306e+08	7.64676e+09	0	2.55531e+06	8.39521e+06	0	0	6.20457e+08	1.56625e+09	3.28473e+08	0	6.88951e+10	8.59167e+09	2.65967e+10	9.82323e+09	1.04268e+09	3.91199e+09	0	0	0	1.55038e+11	4.02944e+07	3.18521e+09	1.50181e+11	1.32781e+10	4.05439e+11	0	1.99268e+10	7.50724e+07	0	0	594600	5.13515e+09	2.31589e+08	2.15827e+11	625	7.97232e+08	0	0	8.54198e+10	0	5.63418e+07	3.24637e+07	625	5.56466e+09	0	6.56798e+07	0	0	0	2.00677e+06	2.60626e+08	0	1.36646e+09	4.43233e+07	8.46365e+09	2.74965e+10	5.56022e+07	0	0	0	-9.53674e-07	0	0	3.22268e+09	1.30674e+08	0	0	0	2.99832e+10	7.84431e+08	2.86887e+10	0	0	0	8.05977e+08	0	0	0	2500	0	0	7.26275e+06	0	3.406e+10	3.37351e+09	0	0	0	3.406e+10	4.71587e+07	0	1.51186e+10	0	0	0	3.18521e+09	0	0	0	0	0	
Random399	1.11865e+08	1.11478e+10	0	6.11449e+06	0	0	0	0	9.05378e+08	625	0	0	4.9366e+08	0	6.65021e+06	1.86452e+10	0	5.5422e+09	0	0	3.04113e+07	3.5478e+07	4.68498e+08	3.08424e+08	600	3.30228e+07	2.25016e+10	0	3.44171e+06	1.05546e+09	0	0	2.01804e+09	8.8354e+09	3.99258e+09	0	1.17028e+12	9.06653e+09	4.48359e+10	9.17002e+09	8.24708e+09	1.91353e+11	0	0	0	1.51101e+11	8.39351e+10	1.54443e+06	2.01967e+09	1.07641e+09	2.7062e+09	0	2.39578e+11	2.4551e+11	0	0	1.81899e-12	1.54172e+10	4.71893e+09	6.85712e+09	4.6904e+09	1.05503e+10	0	0	2.70405e+09	0	2.95808e+08	1.18166e+09	625	3.78445e+10	0	4.93262e+07	0	0	0	0	7.57712e+09	0	3.48376e+08	4.4857e+10	1.14209e+10	8.05615e+10	1.18939e+07	0	0	0	468.75	2.32831e-10	625	625	1.5083e+08	0	0	0	4.94655e+11	4.90181e+08	5.22309e+10	0	0	0	2.03503e+07	0	0	0	9.54435e+07	0	0	3.36111e+06	0	1.79868e+11	1.78228e+10	0	0	0	1.79868e+11	9.91799e+10	0	3.42608e+11	0	0	0	5.22705e+08	0	0	0	0	0	
Random400	6.31421e+07	3.67545e+09	0	1.71831e+09	0	0	0	0	4.0315e+09	625	0	0	2.64184e+09	0	1.14249e+10	5.11388e+08	0	1.12897e+09	0	0	2.05918e+06	2.37202e+10	2.57821e+07	1.42137e+09	6.45012e+08	1.03088e+08	3.6818e+10	0	5.61042e+08	5.57984e+07	0	0	7.42584e+09	1.22291e+08	3.02961e+07	0	9.7192e+09	5.69472e+08	4.60915e+09	2.25195e+09	7.1537e+08	4.90309e+11	0	0	0	5.65855e+07	4.71113e+09	625	5.66198e+09	1.40288e+10	1.30182e+10	0	3.20427e+11	3.39319e+09	0	0	0	5.9489e+09	4.67724e+08	5.87509e+09	2.0727e+07	4.03865e+08	0	0	7.50365e+08	0	1.86242e+09	1.54026e+08	625	6.64183e+09	0	0	0	0	0	0	5.11074e+07	0	3.11443e+08	1.68237e+08	2.02249e+09	3.04894e+09	1.71831e+09	0	0	0	468.75	4.57764e-05	1.19209e-07	625	2905.96	0	0	0	4.35692e+09	2.77895e+09	5.48232e+09	0	0	0	1.42248e+11	0	0	0	8.88756e+10	0	0	2.23623e+10	1.90735e-06	1.52332e+09	1.55312e+08	0	0	0	1.06923e+10	9.021e+08	0	1.52432e+08	0	0	0	3.33223e+08	0	0	0	0	0	
Random401	1.77416e+07	2.87706e+12	0	1.45698e+09	0	0	0	0	1.07192e+11	625	0	0	6.54565e+09	0	3.45286e+11	1.04431e+09	0	1.10083e+10	0	0	2.88495e+11	5.99568e+08	159856	1.5096e+10	1.74172e+11	1.16274e+10	2.50068e+12	0	1.35978e+11	384272	0	0	1.94905e+09	1.74228e+08	2.28075e+07	0	7.44487e+09	7.83548e+08	7.44487e+09	1.8848e+09	3.08446e+08	1.12715e+11	0	0	0	3.23177e+09	8.37304e+10	2.5913e+06	2.2269e+11	2.73902e+11	4.24818e+11	0	3.13107e+10	1.62263e+08	0	0	3.5085e+08	2.35668e+11	9.38498e+09	1.22553e+12	3.8063e+11	6.44466e+09	0	0	2.40608e+11	0	9.73611e+09	7.56515e+07	625	6.80234e+10	0	8.16728e+08	0	0	0	0	5.06734e+07	0	5.6583e+09	1.4386e+07	1.80999e+10	2.09228e+10	1.79618e+09	0	0	0	1.1685e+10	0	625	8.785e+09	1.86156e+10	0	0	0	5.7786e+09	6.62609e+09	9.57422e+09	0	0	0	9.84245e+08	0	0	0	1.9298e+09	0	0	2.78128e+11	0	3.81693e+09	6.44122e+08	0	0	0	1.70883e+10	6.60884e+08	0	1.77069e+06	0	0	0	93483.1	0	0	0	0	0	
Random402	1.31097e+09	8.1137e+09	0	2.78776e+09	0	0	0	0	7.53714e+09	0	0	0	3.82576e+08	0	1.52804e+08	6.34595e+08	0	3.02366e+09	0	0	1.46464e+08	3.44476e+09	1.44412e+07	2.87841e+08	1.4398e+09	1.26126e+06	8.0418e+10	0	1.99484e+09	3.27276e+07	0	0	3.57189e+09	1.04358e+08	3.92196e+07	0	1.04219e+10	1.26911e+09	1.12012e+10	3.3774e+09	1.2032e+08	1.11587e+09	0	0	0	6.93056e+08	1.42001e+09	4.09824e+07	3.87356e+09	7.70993e+10	4.69436e+08	0	3.3861e+09	1.6734e+09	0	0	3.65448e+10	2.65877e+09	1.2493e+08	2.63269e+09	1.35893e+08	2.78767e+09	0	0	1.12669e+09	0	4.55766e+09	3.19114e+07	625	5.04151e+10	0	5.27849e+09	0	0	0	5.9066e+08	1.61206e+09	0	5.54766e+07	1.10213e+08	1.2728e+10	1.80527e+10	1.42686e+10	1.90735e-06	0	0	4.85099e+08	0	3.8147e-06	2.26662e+09	1.35286e+09	0	0	0	1.51396e+09	3.80763e+08	3.50024e+09	0	0	0	1.45817e+09	0	0	0	1.99784e+09	0	0	2.83493e+07	0	2500	1.38121e+10	0	0	0	2.77757e+10	2.3095e+09	0	2.36535e+09	0	0	0	6.63462e+08	0	0	0	0	0	
Random403	7.30186e+08	4.68573e+08	0	4.52818e+11	0	0	0	0	9.96697e+10	625	0	0	4.28807e+09	0	6.11276e+06	5.01798e+10	0	5.5486e+09	0	0	1.18522e+08	1.40327e+13	1.06759e+08	5.96716e+08	600	8.16027e+06	4.00345e+10	0	3.51633e+07	2.40848e+08	0	0	1.44216e+12	2.45579e+09	3.73784e+08	0	2.01144e+12	4.13872e+09	9.15276e+10	2.49692e+09	1.4381e+08	8.28404e+09	0	0	0	7.03869e+07	7.83172e+08	625	5.4255e+08	1.4221e+08	3.39289e+08	0	1.64676e+09	7.8107e+11	0	0	164165	6.63413e+09	1.75047e+10	3.23393e+09	2.26174e+09	4.14732e+08	0	0	8.40877e+09	0	3.92669e+08	1.03568e+09	625	1.35795e+07	0	0	0	0	0	7.35841e+06	1.80053e+07	0	4.39083e+09	7.51203e+08	2.68003e+08	2.2037e+07	4.52818e+11	0	0	0	468.75	-3.8147e-06	-1.52588e-05	-6.10352e-05	5.35455e+09	0	0	0	4.84092e+06	1.63693e+09	7.55801e+09	0	0	0	2.87494e+12	0	0	0	2500	0	0	4.58201e+06	0	4.95976e+10	1.05432e+11	0	0	0	4.95976e+10	2.49319e+11	0	1.03712e+08	0	0	0	625	0	0	0	0	0	
Random404	0	3.18801e+09	0	1.14944e+09	0	0	0	0	7.336e+10	625	0	0	3.84386e+08	0	5.39476e+09	3.05988e+09	0	1.91629e+09	0	0	4.66907e+09	8.93106e+09	78577.7	4.19193e+08	5.38122e+09	1.59545e+09	8.75479e+11	0	5.19705e+10	193995	0	0	7.37725e+08	2.82837e+09	4.97679e+10	0	1.14273e+11	2.78141e+11	1.17721e+11	3.78172e+10	3.99656e+08	2.00889e+10	0	0	0	4.28214e+10	1.78893e+08	1.63203e+10	4.83079e+10	1.57915e+12	4.14066e+11	0	6.81592e+10	1.31116e+09	0	0	6.33701e+09	4.05783e+09	1.21638e+09	8.33619e+11	1.21378e+10	1.71272e+09	0	0	4.18182e+10	0	2.01336e+10	1.50958e+11	625	1.45158e+10	0	1.18047e+07	0	0	0	1.31058e+11	2.94707e+09	0	1.09947e+09	6.12048e+11	2.17491e+09	2.96791e+10	3.1685e+09	0	0	0	468.75	1.52588e-05	625	3.33116e+09	1.72883e+09	0	0	0	1.53162e+11	5.63796e+08	1.21476e+10	0	0	0	5.51608e+08	0	0	0	3.48688e+10	0	0	426191	0	6.17674e+10	8.63695e+09	0	0	0	7.71656e+11	8.96704e+09	0	8.245e+10	0	0	0	625	0	0	0	0	0	
Random405	1.29757e+08	2.29935e+10	0	1.16144e+08	0	0	0	0	5.1982e+10	0	0	0	2.37821e+11	0	5.53998e+10	6.5617e+08	0	1.92787e+10	0	0	1.13946e+06	4.58674e+06	2.27908e+08	2.68832e+10	600	8.55941e+07	4.85713e+11	0	1.61525e+11	5.13728e+08	0	0	8.25078e+07	6.87642e+08	1.07214e+09	0	1.81456e+10	3.93247e+10	7.83849e+09	1.06892e+11	9.63804e+08	4.08689e+10	0	0	0	2.554e+08	8.73275e+08	625	3.11158e+10	6.04919e+11	2.23438e+10	0	4.64796e+09	9.70354e+09	0	0	1.49705e+09	4.05557e+11	1.51507e+08	1.46568e+11	625	9.44311e+10	0	0	6.4835e+09	0	5.95646e+10	1.13185e+09	625	5.54014e+09	0	0	0	0	0	6.38362e+07	8.85767e+06	0	9.18121e+08	1.99232e+10	3.72128e+09	3.11846e+09	2.49237e+11	0	0	0	1.31445e+08	0	-1.90735e-06	625	6.86971e+08	0	0	0	1.56168e+10	2.39006e+11	1.40661e+11	0	0	0	9.54352e+06	0	0	0	1.16663e+06	0	0	1.39563e+10	0	5.71226e+09	1.138e+10	0	-1.90735e-06	0	1.42138e+11	1.71681e+09	0	9.53838e+08	0	0	0	625	0	0	0	0	0	
Random406	4.48062e+08	2.45826e+08	0	625	0	0	0	0	2.92323e+09	625	0	0	2.11466e+08	0	2.18389e+06	6.95445e+08	0	1.60271e+08	2.98023e-08	0	4.30264e+06	5.54513e+08	583083	4.77706e+06	600	285626	7.42719e+09	0	4.38409e+09	1.35905e+06	0	0	2.23396e+09	4.63112e+09	2.48268e+09	0	1.24243e+09	4.64132e+09	1.10235e+09	8.37286e+09	3.91563e+08	8.6765e+08	0	0	0	1.64693e+10	1.83552e+09	625	5.95048e+09	6.55282e+09	1.51074e+10	0	1.30797e+10	4.52615e+08	0	0	586093	1.86537e+08	1.01248e+08	3.94345e+10	3.44752e+08	3.70928e+08	0	0	3.2797e+08	0	1.60252e+10	2.42513e+09	625	1.01242e+09	0	1.60252e+10	0	0	0	1.97807e+06	5.95833e+10	0	3.40201e+07	2.35927e+10	1.31741e+09	4.88512e+08	293047	0	0	0	1.10345e+08	9.09495e-13	625	1.14821e+08	1.06417e+09	0	0	0	2.70121e+08	3.12841e+07	9.82072e+09	0	0	0	3.85208e+06	0	0	0	2500	0	0	1.54832e+08	0	2500	2222.22	0	0	0	2.27791e+10	2.9621e+08	0	1.44845e+09	0	0	0	3.62274e+08	0	0	0	0	0	
Random407	2.1152e+07	6.88503e+07	0	2.1938e+06	0	0	0	0	4.2626e+09	625	0	0	3.28012e+09	0	1.71852e+07	4.80373e+09	0	1.0457e+09	0	0	767358	7.15337e+08	4826.2	3.86191e+08	600	272974	5.96198e+10	0	7.3223e+10	14926.1	0	0	4.78311e+07	1.00978e+09	1.49211e+08	0	1.24396e+10	7.14621e+08	1.24396e+10	7.45423e+08	1.9517e+09	1.2938e+08	0	0	0	4.74235e+08	3.00845e+08	6.71189e+07	2.56802e+10	2.41668e+11	1.61053e+10	0	2.16684e+07	2.93762e+07	0	0	2.20377e+10	4.85619e+09	7.01524e+07	1.30509e+10	625	4.17266e+08	0	0	6.75397e+07	0	1.92109e+08	1.36286e+08	625	3.66155e+09	0	1.45543e+08	0	0	0	1.89089e+08	3.60101e+07	0	1.52052e+08	4.37669e+07	9.99866e+08	2.96112e+09	1.50282e+06	0	0	0	4.76579e+06	-2.38419e-07	625	625	3.70749e+08	0	0	0	1.02073e+10	2.51902e+09	3.3636e+09	0	0	0	8.24733e+08	0	0	0	4.79642e+06	0	0	1.32201e+06	0	4.66843e+09	2.11985e+10	0	0	0	4.66843e+09	1.13044e+09	0	9.96929e+08	0	0	0	125493	0	0	0	0	0	
Random408	6.15331e+09	5.1364e+09	0	1.56163e+07	0	0	0	0	1.15818e+09	625	0	0	9.73606e+07	0	4.511e+07	3.33587e+10	0	1.04991e+09	0	0	1.04959e+08	3.59516e+10	4.54496e+10	2.1719e+09	600	2.72331e+09	3.90129e+10	0	3.39444e+10	3.53149e+11	0	0	1.25941e+09	4.75686e+11	1.51951e+08	0	7.78296e+11	5.50767e+09	8.42475e+11	1.53418e+11	2.64025e+08	1.36508e+09	0	0	0	3.83284e+09	2.23504e+09	1660.56	2.73688e+09	2.3395e+10	5.25367e+09	0	1.38085e+08	1.84258e+10	0	0	0	4.7169e+09	7.78152e+08	8.1897e+09	2.52945e+08	1.02619e+09	0	0	2.44507e+09	0	5.53431e+09	1.73764e+08	625	1.25767e+10	0	8.82594e+09	0	0	0	2.12152e+08	2.92418e+08	0	1.21036e+08	8.38725e+07	4.64958e+09	3.94568e+09	138756	0	-9.53674e-07	0	468.75	1.49012e-08	625	625	1.73547e+08	0	0	0	1.03596e+09	1.05659e+08	1.33493e+10	0	0	0	5.41249e+09	0	0	0	1.84394e+08	0	0	7.51649e+07	0	1.20688e+11	1.19502e+10	0	0	0	1.20688e+11	9.01967e+10	0	6.30318e+09	0	0	0	1.72566e+07	0	0	0	0	0	
Random409	9.40349e+08	5.92733e+09	0	198806	0	0	0	0	6.33958e+09	0	0	0	2.35583e+10	0	2.57926e+10	4.73879e+09	0	2.82922e+09	0	0	3.90974e+08	2.98277e+09	5369.77	2.70022e+09	6.11971e+07	6.0702e+07	3.5399e+10	0	1.43067e+09	16390.6	0	0	6.37197e+08	6.35465e+09	1.27038e+08	0	8.97125e+09	1.18613e+09	1.72296e+10	6.6392e+08	1.02127e+08	3.73283e+07	0	0	0	3.61344e+09	9.10545e+07	625	1.72748e+09	1.06832e+10	1.52588e-05	0	3.02481e+10	3.39004e+08	0	0	2.35414e+07	3.49634e+10	7.07282e+07	1.33247e+10	625	9.23179e+09	0	0	3.26852e+09	0	4.96676e+07	1.19969e+08	625	8.52662e+09	0	4.46755e+07	0	0	0	7.94521e+07	1.10849e+08	0	4.15668e+07	4.68959e+07	1.74145e+09	3.91682e+09	6.02564e+08	0	9.53674e-07	0	468.75	9.31323e-10	-7.62939e-06	625	2500	0	0	0	2.05715e+08	2.36701e+10	3.33623e+10	0	0	0	6.08231e+07	0	0	0	5.85457e+07	0	0	4.12324e+07	0	9.68283e+09	1.11516e+09	0	0	0	9.68283e+09	4.65854e+08	0	3.03163e+08	0	0	0	625	0	0	0	0	0	
Random410	1.75083e+07	5.57729e+10	0	3.07637e+08	0	0	0	0	9.06068e+08	0	0	0	2.18651e+07	0	3.34836e+07	4.09808e+08	0	5.3601e+07	0	0	4.85904e+08	2.80562e+07	223776	9.9725e+07	600	1.0543e+09	2.17815e+10	0	3.35828e+09	532627	0	0	9.99298e+07	1.63596e+08	1.47522e+08	0	3.63443e+08	8.39018e+08	4.80355e+08	1.68041e+08	6.93533e+07	2.43279e+10	0	0	0	1.41404e+09	8.07177e+08	625	2.20621e+09	1.11367e+10	1.75721e+09	0	4.16223e+10	3.57806e+07	0	0	0	4.86321e+09	3.66581e+06	6.52544e+09	625	3.70826e+09	0	0	9.57954e+09	0	1.60552e+08	9.78632e+08	625	5.06216e+09	0	0	0	0	0	9.94549e+07	3.33642e+08	0	6.73685e+06	6.36885e+08	4.46745e+07	5.49708e+10	1.47341e+07	0	0	0	3.65072e+10	0	-9.53674e-07	3.38638e+07	2500	0	0	0	1.96219e+09	-1.90735e-06	1.59744e+09	0	0	0	1.21065e+06	0	0	0	2500	0	0	1.3661e+07	0	7.14899e+07	6.3585e+07	0	0	0	3.18744e+09	2.49281e+08	0	1.89129e+09	0	0	0	625	0	0	0	0	0	
Random411	2.70402e+08	1.00318e+10	0	5.16137e+09	0	0	0	0	4.04571e+10	625	0	0	1.33389e+11	0	1.89028e+08	7.62908e+08	0	2.9563e+10	0	0	1.4304e+08	7.38702e+07	3.15062e+07	3.79466e+10	7.34497e+07	1.46636e+08	4.15901e+11	0	8.43744e+07	7.1236e+07	0	0	1.48828e+10	9.92544e+08	4.18798e+08	0	4.08671e+10	2.06017e+09	2.11081e+10	8.45488e+08	1.16813e+09	4.47158e+08	0	0	0	1.65965e+09	4.74713e+09	1.95009e+11	1.29437e+10	1.32862e+10	3.44672e+08	0	1.18203e+09	5.19973e+09	0	0	0	4.98227e+11	2.9322e+08	1.83728e+11	2.94496e+08	3.47218e+10	0	0	4.96649e+11	0	6.87997e+09	2.28255e+09	625	2.28165e+09	0	0	0	0	0	1.27769e+09	3.38694e+10	0	8.09293e+09	6.90022e+08	3.93964e+09	2.27986e+09	5.16137e+09	0	0	0	2.03692e+06	0	625	625	1.81594e+08	0	0	0	4.34871e+09	1.51504e+11	2.71371e+11	0	0	0	2.11537e+08	0	0	0	2500	0	0	1.39314e+11	0	9.13094e+09	1.17674e+10	0	0	0	9.13094e+09	4.11191e+09	0	2.15302e+06	0	0	0	625	0	0	0	0	0	
Random412	1.75974e+09	3.73712e+09	0	2.62692e+10	0	0	0	0	1.54557e+10	0	0	0	6.71613e+08	0	4.26794e+06	4.30981e+09	0	3.13014e+09	0	0	6.17252e+08	3.61621e+09	1.32761e+06	6.06403e+09	600	7.41516e+08	1.40662e+11	0	1.1427e+11	3.05828e+06	0	0	3.93231e+10	1.46131e+09	1.16766e+08	0	6.64505e+10	8.06103e+08	1.73803e+10	2.36095e+09	1.59973e+10	1.20009e+09	0	0	0	2.52976e+11	6.03744e+10	1.34984e+08	3.77443e+10	3.87072e+11	8.13697e+10	0	5.78665e+10	2.53933e+10	0	0	1.11523e+09	1.0344e+11	3.19117e+08	4.73746e+10	625	4.01891e+10	0	0	5.43291e+08	0	1.75633e+09	3.33594e+07	625	1.97824e+09	0	1.39001e+09	0	0	0	1.28985e+10	4.32245e+09	0	1.80752e+08	4.86819e+08	7.85165e+10	2.02952e+08	2.62692e+10	0	0	0	468.75	3.8147e-06	0	9.55191e+06	3.18448e+08	0	0	0	1.39752e+08	3.85106e+06	1.03626e+12	0	0	0	3.96379e+08	0	0	0	1.10646e+10	0	0	1.24308e+08	0	1.3488e+09	1.08968e+10	0	0	0	4.39949e+09	9.71454e+09	0	3.83481e+11	0	0	0	4.42752e+08	0	0	0	0	0	
Random413	145982	3.37086e+09	0	5.35834e+08	0	0	0	0	5.32736e+09	-7.45058e-09	0	0	1.79062e+08	0	1.94922e+07	1.23759e+11	0	1.08114e+09	0	0	1.77724e+10	4.03104e+07	1.2382e+07	2.54225e+07	1999.02	4.71129e+06	3.15534e+10	0	314473	2.80771e+07	0	0	9.08075e+09	4.08958e+10	1.19232e+09	0	2.84065e+11	4.10316e+10	1.19076e+11	4.18284e+10	4.7814e+07	1.10492e+10	0	0	0	6.4065e+08	1.29063e+08	625	1.13836e+10	2.57873e+10	2.87233e+10	0	2.02465e+09	1.53059e+08	0	0	1.81899e-12	1.12528e+09	1.76075e+06	1.34726e+11	625	5.41737e+08	0	0	1.05373e+09	0	7.49237e+08	1.21195e+09	625	1.2447e+10	0	4.22911e+08	0	0	0	6.23625e+07	1.38552e+07	0	3.74557e+07	8.09384e+08	3.20777e+09	3.70322e+09	4.57397e+08	0	0	0	468.75	2.86102e-06	0	1.23082e+07	2500	0	0	0	3.42372e+08	2.15589e+08	1.08107e+09	0	0	0	4.92309e+07	0	0	0	7.32837e+08	0	0	1.53351e+07	0	8.87703e+11	1.97267e+11	0	0	0	8.87703e+11	6.65777e+11	0	4.0832e+08	0	0	0	2.87086e+07	0	0	0	0	0	
Random414	617258	3.18643e+10	0	1.38206e+08	0	0	0	0	4.39095e+09	0	0	0	7.23504e+07	0	6.80114e+07	8.20541e+08	0	1.45658e+09	0	0	1.72681e+06	3.6433e+09	4069.56	1.10961e+08	1.77906e+08	1.09203e+09	3.75838e+10	0	1.37474e+08	12862.3	0	0	2.12139e+08	3.37532e+08	1.04755e+09	0	6.9906e+09	3.42135e+10	6.9906e+09	9.87907e+10	4.50379e+09	1.53428e+09	0	0	0	6.10982e+09	247143	625	9.14837e+09	5.94487e+08	1.86698e+10	0	3.22662e+10	4.35574e+07	0	0	0	1.70541e+09	4.64416e+06	6.35294e+10	625	42069.7	0	0	4.15972e+10	0	7.57127e+10	6.87791e+08	625	1.11493e+10	0	0	0	0	0	0	2.26717e+09	0	649579	1.90939e+10	3.29117e+09	6.05894e+09	1.1734e+08	0	0	0	6.6626e+07	-2.91038e-11	0	625	2500	0	0	0	3.28974e+10	0	1.18134e+10	0	0	0	4.17756e+09	0	0	0	2500	0	0	1.14523e+09	0	5.5895e+09	5.52108e+08	0	0	0	1.57672e+11	9.16863e+08	0	1.0666e+10	0	0	0	7.38379e+09	0	0	0	0	0	
Random415	7.05881e+06	4.84819e+08	0	4.94484e+08	0	0	0	0	1.06583e+09	625	0	0	5.82715e+07	0	4.86997e+06	1.36997e+08	0	2.16476e+08	0	0	2.3589e+09	6.08125e+06	894077	1.54963e+07	600	995320	7.00083e+09	0	1.26369e+06	2.07005e+06	0	0	4.34805e+09	8.19409e+07	7.11697e+06	0	5.55655e+09	1.21898e+08	2.20751e+09	2.37045e+08	1.30885e+08	1.56505e+11	0	0	0	5.4411e+08	5.92046e+08	625	1.21041e+09	8.0234e+09	2.47282e+08	0	3.14131e+10	2.17909e+09	0	0	280850	2.21434e+09	9.61222e+07	1.70808e+09	625	5.7619e+07	0	0	6.31428e+09	0	1.00162e+09	7.81993e+06	-2.98023e-08	3.05757e+09	0	26706.2	0	0	0	4.85168e+08	3.39853e+08	0	5.3653e+08	1.5694e+07	2.172e+09	6.49818e+09	3.76977e+09	0	0	0	468.75	0	625	6.08216e+06	2.7554e+09	0	0	0	2.6755e+10	5.23756e+07	4.93672e+08	0	0	0	0	0	0	0	1.13427e+08	0	0	7.31153e+07	0	1.50724e+08	8.2455e+08	0	0	0	2.02446e+09	7.2785e+08	0	1.75296e+09	0	0	0	625	0	0	0	0	0	
Random416	1.40062e+10	1.26071e+09	0	9.17713e+11	0	0	0	0	1.79648e+10	625	0	0	4.99382e+09	0	650442	1.96462e+11	0	4.64034e+10	0	0	552.792	1.48457e+10	6.85137e+07	2.11019e+09	600	9.38523e+07	4.65841e+11	0	2.98522e+06	1.54668e+08	0	0	2.45427e+12	1.48864e+10	7.48403e+08	0	4.07398e+12	1.63531e+10	3.74626e+11	1.55877e+10	3.29944e+11	4.12164e+10	0	0	0	2.90885e+10	7.13788e+11	7.12845e+10	4.44604e+10	3.3807e+09	5.05182e+10	0	7.13995e+10	1.43451e+12	0	0	0	1.4849e+10	6.54295e+10	3.74693e+11	625	4.51322e+09	0	0	1.73633e+11	0	3.59304e+08	5.39975e+09	625	3.461e+10	0	1.34104e+08	0	0	0	4.77987e+08	9.0628e+09	0	2.16614e+10	5.37431e+09	7.41024e+09	6.11357e+10	9.17713e+11	0	0	0	468.75	0	625	625	1.41639e+09	0	0	0	1.16043e+08	1.53967e+09	1.50779e+10	0	0	0	1.02982e+08	0	0	0	2500	0	0	5.23155e+07	0	3.15244e+11	3.51835e+10	0	0	0	3.15244e+11	5.24629e+11	0	3.78963e+09	0	0	0	625	0	0	0	0	0	
Random417	106916	1.59096e+07	0	1.18433e+07	0	0	0	0	9.02261e+09	625	0	0	2.29974e+08	0	4.01994e+08	9.1778e+07	0	6.51322e+08	0	0	1.75651e+07	2.11223e+07	437182	3.84569e+07	600	1.56691e+09	3.30683e+10	0	2.70935e+10	1.02444e+06	0	0	6.00345e+06	3.87116e+08	4.25993e+07	0	7.7837e+08	1.02469e+09	1.16974e+09	3.90322e+08	3.30113e+07	1.77268e+08	0	0	0	1.8319e+09	5.00684e+06	2.12745e+07	3.41681e+09	1.06889e+11	6.20154e+09	0	1.78101e+08	5.47758e+07	0	0	6.43193e+07	5.46206e+08	246075	3.14968e+09	8.88034e+09	5.52164e+09	0	0	2.43913e+09	0	3.81876e+08	3.86171e+07	625	4.04822e+09	0	5.22552e+08	0	0	0	0	261054	0	1.81156e+06	3.91175e+07	6.02239e+08	3.91313e+09	1.22453e+08	0	0	0	3.94921e+06	0	1.19209e-07	4.46536e+09	3.28823e+09	0	0	0	9.53453e+09	2.30725e+08	6.51969e+08	0	0	0	34700.6	0	0	0	6.66141e+06	0	0	232294	0	2.66688e+08	9.91258e+08	0	0	0	3.3154e+09	4.34788e+08	0	5.37526e+09	0	0	0	2.12745e+07	0	0	0	0	0	
